NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	Details ...	78	-0.73907155	-2.678651	0.0	0.0	0.0	2336	tags=87%, list=21%, signal=110%	
PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	PROTEIN SYNTHESIS: GLUTAMIC ACID%PATHWHIZ%PW112922	Details ...	78	-0.73789537	-2.6661522	0.0	0.0	0.0	2336	tags=86%, list=21%, signal=108%	
EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.6	EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.6	Details ...	89	-0.7153792	-2.6602657	0.0	0.0	0.0	2336	tags=79%, list=21%, signal=99%	
PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933	PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933	Details ...	78	-0.7350109	-2.6570451	0.0	0.0	0.0	2336	tags=86%, list=21%, signal=108%	
PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	Details ...	78	-0.7390828	-2.6506634	0.0	0.0	0.0	2336	tags=87%, list=21%, signal=110%	
PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	PROTEIN SYNTHESIS: LEUCINE%SMPDB%SMP0111873	Details ...	78	-0.7395188	-2.6469162	0.0	0.0	0.0	2336	tags=87%, list=21%, signal=110%	
PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4	PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4	Details ...	85	-0.72385675	-2.6419418	0.0	0.0	0.0	2336	tags=81%, list=21%, signal=102%	
PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	Details ...	78	-0.73789537	-2.6326232	0.0	0.0	0.0	2336	tags=86%, list=21%, signal=108%	
PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	Details ...	78	-0.7374049	-2.6323485	0.0	0.0	0.0	2336	tags=86%, list=21%, signal=108%	
PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	Details ...	78	-0.73721176	-2.6316092	0.0	0.0	0.0	2336	tags=86%, list=21%, signal=108%	
PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	Details ...	78	-0.7374817	-2.6299584	0.0	0.0	0.0	2336	tags=86%, list=21%, signal=108%	
PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	Details ...	78	-0.73811686	-2.6294904	0.0	0.0	0.0	2336	tags=86%, list=21%, signal=108%	
