gene_symbol,logFC,logCPM,F,PValue,FDR
EPHA2,4.757053793603226,4.640080312018352,8.392725820737867,0.009021899060132238,0.4172032282520476
NFIA,-1.863835176428444,6.702039789639361,8.52856231243724,0.00904073279832353,0.4172032282520476
ZNF804A,-2.763435644743891,3.5314486840754147,8.186697182018333,0.009085255711536802,0.41750361288622884
NECAB1,-2.429404955114127,5.5087268785185906,8.492690095851506,0.009145570611119236,0.41852417509134404
NEGR1,2.083273268285595,7.104360311511175,8.45783222345111,0.009268612325697612,0.4223948928345928
CEP55,2.752664761400638,5.02536028607018,8.386598646441493,0.0094449907764746,0.4286542714794237
NMNAT3,-2.3336641696782205,4.4827348261491675,8.327331014173168,0.00948887253107849,0.42881969444623347
CYTL1,-2.1162022535005454,5.949141081735483,8.391112144019326,0.009526723613300644,0.42881969444623347
ST14,2.7909409760131236,5.127804117912196,8.330048458970825,0.009649614387292994,0.43213086297018233
GSTO2,-3.396052579625234,2.7364056039068263,7.769371991213415,0.00970651118546369,0.43213086297018233
NIPAL2,-1.8423496815620106,4.9692779783469865,8.324311914485031,0.009718321328747613,0.43213086297018233
NT5M,-2.4609853946478784,3.608084136740179,8.04965953434288,0.0098839967018510555,0.4327440721630482
LRP11,-3.980666592051892,1.5039519148566542,8.362581770601627,0.009891717281243096,0.4327440721630482
C11orf68,-2.4063392177242333,4.4683208129765575,8.204858639608918,0.009909686980916576,0.4327440721630482
TRABD,2.7764183772720394,6.41271726734211,8.265201055827024,0.009962719254393838,0.4327440721630482
OSBP2,4.69013513875822,7.272126660409426,8.247720721753884,0.009966007475468351,0.4327440721630482
CHRM3,-2.5901185150868007,3.613334920275108,7.999132857597655,0.009995028331751442,0.4327440721630482
SVOPL,-3.306175768575858,2.8748593309753443,7.698934373946201,0.010026982765547632,0.4327440721630482
MARCHF8,4.793972815064303,5.591664446564496,8.118337535604988,0.010082947708813982,0.4327440721630482
ZCCHC7,1.7093574797076523,8.061830483263096,8.230655505341819,0.010086723342778872,0.4327440721630482
AMPH,7.456004982288872,2.577572603975832,8.130103416941848,0.010282770756825148,0.4393703084644628
MXD3,2.500402777319205,5.152733103042908,8.150429956887708,0.010367170067911859,0.4393703084644628
EPB41L5,-3.508126924071649,1.887335405265929,7.868714703070082,0.01038599016506899,0.4393703084644628
LY9,2.6720328653016656,5.210090826683191,8.138631107323226,0.010401190949718687,0.4393703084644628
CLGN,-2.3795779872954648,3.154242727618877,7.800759786638737,0.010533322627633464,0.4432470590777714
ITSN1,2.973566079256258,5.0010715276163165,8.033918968091657,0.01074704108902439,0.45006153151731193
DDIT4,5.557090163823633,4.322569381497199,8.012887475700836,0.010779818271201355,0.45006153151731193
CD72,2.551882024285567,5.342045453904212,8.035209532530095,0.010846079910886609,0.45006153151731193
SULF2,2.2937664384974723,6.711700271049799,8.038889599177093,0.01085917380060891,0.45006153151731193
MTA3,2.7258841439764363,4.709765617794816,7.9490934699094815,0.011099599528324676,0.45494686591367745
RUNDC3A,6.057445023085775,5.082002497656684,7.910773911998599,0.011116795734790259,0.45494686591367745
PRF1,4.608096346387242,3.5943273880704902,7.876245612133962,0.011176085172746254,0.45494686591367745
SH3TC1,1.9503218758233758,6.640384150618167,7.963207668449508,0.011178093197260819,0.45494686591367745
ITGB2,1.8644176029408444,7.111074056513834,7.960473551790138,0.011184162232240091,0.45494686591367745
SLC2A1,2.375871186764413,8.54000615170131,7.9359285076635535,0.011282050130592846,0.4557729947734439
CAPG,1.748468953166798,6.774372295460745,7.9373170999536855,0.01128746741130627,0.4557729947734439
LEPROT,-1.3315212154847902,7.245549902390182,7.903815084505935,0.011430809406638836,0.45892553555251214
RAG1,3.5882176543063675,6.569802598467703,7.855114808884756,0.01161686786137462,0.45892553555251214
PHOSPHO2,-2.522587091211645,2.2968380274965123,7.344623178647327,0.011667465497172892,0.45892553555251214
SNTB1,-1.6658921780686335,6.028830399403723,7.851940498782447,0.011685456653102297,0.45892553555251214
TMEM64,-1.9395490296062083,5.479665311141103,7.848137633552462,0.011694760558371656,0.45892553555251214
FCMR,2.981082232037981,5.489867955965214,7.824595309294957,0.011727330423591613,0.45892553555251214
